,center_id,name,address,state_name,district_name,block_name,pincode,lat,long,from,to,fee_type,sessions,timestamp
8,692789,0A SEZ SCHOOL NO 140,ISHWARPURA NAVAGAM DINDOLI,Gujarat,Surat Corporation,South East Zone,394210,21,72,10:00:00,16:00:00,Free,"[{'session_id': '542e34a4-246f-4b17-be89-b12ec90f20f8', 'date': '10-05-2021', 'available_capacity': 0, 'min_age_limit': 18, 'vaccine': 'COVISHIELD', 'slots': ['10:00AM-11:00AM', '11:00AM-12:00PM', '12:00PM-01:00PM', '01:00PM-04:00PM']}]",2021-05-10 05:55:55.399950
9,692876,0CX SUBHASHNAGAR COMM HALL,SUBHASH NAGAR LIMBAYAT,Gujarat,Surat Corporation,South East Zone,394210,21,72,10:00:00,18:00:00,Free,"[{'session_id': '38e8eb52-8ad3-4b12-b1aa-b4313c915012', 'date': '10-05-2021', 'available_capacity': 0, 'min_age_limit': 45, 'vaccine': 'COVAXIN', 'slots': ['10:00AM-12:00PM', '12:00PM-02:00PM', '02:00PM-04:00PM', '04:00PM-06:00PM']}]",2021-05-10 05:55:55.399950
10,693110,0C SEZ SCHOOL NO 257,NR. NEW DINDOLI BUS SATATION  DINDOLI,Gujarat,Surat Corporation,South East Zone,394210,21,72,10:00:00,18:00:00,Free,"[{'session_id': '8e767bfb-014f-4c82-91de-f2e6a1afda94', 'date': '10-05-2021', 'available_capacity': 0, 'min_age_limit': 45, 'vaccine': 'COVISHIELD', 'slots': ['10:00AM-12:00PM', '12:00PM-02:00PM', '02:00PM-04:00PM', '04:00PM-06:00PM']}]",2021-05-10 05:55:55.399950
11,692859,0CX SZ SCHOOL 211 VIJYANAGAR,VIJAYANAGAR NR. KAILASHNAGAR,Gujarat,Surat Corporation,South Zone,394210,21,72,10:00:00,18:00:00,Free,"[{'session_id': '5b6dfad9-5bbc-44ac-b9cc-775c543269d4', 'date': '10-05-2021', 'available_capacity': 0, 'min_age_limit': 45, 'vaccine': 'COVAXIN', 'slots': ['10:00AM-12:00PM', '12:00PM-02:00PM', '02:00PM-04:00PM', '04:00PM-06:00PM']}]",2021-05-10 05:55:55.399950
0,603113,0C SZ BHESTAN COMM HALL,BHESTAN VEG MKT,Gujarat,Surat Corporation,South Zone,394210,21,72,10:00:00,18:00:00,Free,"[{'session_id': '3a29b4d4-3eaa-46c0-b412-8a6904704f5b', 'date': '10-05-2021', 'available_capacity': 0, 'min_age_limit': 45, 'vaccine': 'COVISHIELD', 'slots': ['10:00AM-12:00PM', '12:00PM-02:00PM', '02:00PM-04:00PM', '04:00PM-06:00PM']}]",2021-05-10 06:03:14.076111
1,695604,0C SEZ SCHOOL 233 AANJANA,KAMARUNAGAR ANJANA,Gujarat,Surat Corporation,South East Zone,394210,21,72,10:00:00,18:00:00,Free,"[{'session_id': '4e522ec9-6cd5-40a0-ad47-32312fce5afb', 'date': '10-05-2021', 'available_capacity': 0, 'min_age_limit': 45, 'vaccine': 'COVISHIELD', 'slots': ['10:00AM-12:00PM', '12:00PM-02:00PM', '02:00PM-04:00PM', '04:00PM-06:00PM']}]",2021-05-10 06:03:14.076111
2,692854,0A SZ Umiya Resi. New Bamroli,NEW BAMROLI RD,Gujarat,Surat Corporation,South Zone,394210,21,72,10:00:00,16:00:00,Free,"[{'session_id': 'b5d2c281-c955-4c74-b8af-21a6af0c0c7a', 'date': '10-05-2021', 'available_capacity': 0, 'min_age_limit': 18, 'vaccine': 'COVISHIELD', 'slots': ['10:00AM-11:00AM', '11:00AM-12:00PM', '12:00PM-01:00PM', '01:00PM-04:00PM']}]",2021-05-10 06:03:14.076111
3,692795,0A SEZ SUMAN SCHOOL 5,JAWAHAR MAHOLLO,Gujarat,Surat Corporation,South East Zone,394210,21,72,10:00:00,16:00:00,Free,"[{'session_id': '9a8fd639-f082-40ad-b47e-1854553ed028', 'date': '10-05-2021', 'available_capacity': 0, 'min_age_limit': 18, 'vaccine': 'COVISHIELD', 'slots': ['10:00AM-11:00AM', '11:00AM-12:00PM', '12:00PM-01:00PM', '01:00PM-04:00PM']}]",2021-05-10 06:03:14.076111
4,650341,0C SEZ SCHOOL 8 NAVAGAMDINDOLI,GAYTRINAGAR 1 NAVAGAM DINDOLI,Gujarat,Surat Corporation,South East Zone,394210,21,72,10:00:00,18:00:00,Free,"[{'session_id': '537b3562-01be-4724-9356-fd17022ba3dc', 'date': '10-05-2021', 'available_capacity': 0, 'min_age_limit': 45, 'vaccine': 'COVISHIELD', 'slots': ['10:00AM-12:00PM', '12:00PM-02:00PM', '02:00PM-04:00PM', '04:00PM-06:00PM']}]",2021-05-10 06:03:14.076111
5,650365,0C SEZ SCHOOL 10 NAVANAGAR,RAMESHVAR NAGAR RAMESHWARNAGAR NAVANAGAR NILGIRI LIMBAYAT,Gujarat,Surat Corporation,South East Zone,394210,21,72,10:00:00,18:00:00,Free,"[{'session_id': '5901cffb-59df-4da3-bb1a-88853c01b4b9', 'date': '10-05-2021', 'available_capacity': 0, 'min_age_limit': 45, 'vaccine': 'COVISHIELD', 'slots': ['10:00AM-12:00PM', '12:00PM-02:00PM', '02:00PM-04:00PM', '04:00PM-06:00PM']}]",2021-05-10 06:03:14.076111
6,692856,0C SZ GURUKRUPA SCHOOL UDHNA,NR. SAMITI SCHOOL Meeranagar UDHNA,Gujarat,Surat Corporation,South Zone,394210,21,72,10:00:00,18:00:00,Free,"[{'session_id': '3b5bfd45-6c7d-4a05-a4c6-2c5ff48ac3f2', 'date': '10-05-2021', 'available_capacity': 0, 'min_age_limit': 45, 'vaccine': 'COVISHIELD', 'slots': ['10:00AM-12:00PM', '12:00PM-02:00PM', '02:00PM-04:00PM', '04:00PM-06:00PM']}]",2021-05-10 06:03:14.076111
7,692792,0A SEZ DINDOLI COMMUNITY HALL,ROYAL STAR TOWNSHIP NR AMBIKA NAGAR DINDOLI,Gujarat,Surat Corporation,South East Zone,394210,21,72,10:00:00,16:00:00,Free,"[{'session_id': 'f27dc677-59cd-4bd4-987e-129d1ac27eb2', 'date': '10-05-2021', 'available_capacity': 0, 'min_age_limit': 18, 'vaccine': 'COVISHIELD', 'slots': ['10:00AM-11:00AM', '11:00AM-12:00PM', '12:00PM-01:00PM', '01:00PM-04:00PM']}]",2021-05-10 06:03:14.076111
8,692789,0A SEZ SCHOOL NO 140,ISHWARPURA NAVAGAM DINDOLI,Gujarat,Surat Corporation,South East Zone,394210,21,72,10:00:00,16:00:00,Free,"[{'session_id': '542e34a4-246f-4b17-be89-b12ec90f20f8', 'date': '10-05-2021', 'available_capacity': 0, 'min_age_limit': 18, 'vaccine': 'COVISHIELD', 'slots': ['10:00AM-11:00AM', '11:00AM-12:00PM', '12:00PM-01:00PM', '01:00PM-04:00PM']}]",2021-05-10 06:03:14.076111
9,692876,0CX SUBHASHNAGAR COMM HALL,SUBHASH NAGAR LIMBAYAT,Gujarat,Surat Corporation,South East Zone,394210,21,72,10:00:00,18:00:00,Free,"[{'session_id': '38e8eb52-8ad3-4b12-b1aa-b4313c915012', 'date': '10-05-2021', 'available_capacity': 0, 'min_age_limit': 45, 'vaccine': 'COVAXIN', 'slots': ['10:00AM-12:00PM', '12:00PM-02:00PM', '02:00PM-04:00PM', '04:00PM-06:00PM']}]",2021-05-10 06:03:14.076111
10,693110,0C SEZ SCHOOL NO 257,NR. NEW DINDOLI BUS SATATION  DINDOLI,Gujarat,Surat Corporation,South East Zone,394210,21,72,10:00:00,18:00:00,Free,"[{'session_id': '8e767bfb-014f-4c82-91de-f2e6a1afda94', 'date': '10-05-2021', 'available_capacity': 0, 'min_age_limit': 45, 'vaccine': 'COVISHIELD', 'slots': ['10:00AM-12:00PM', '12:00PM-02:00PM', '02:00PM-04:00PM', '04:00PM-06:00PM']}]",2021-05-10 06:03:14.076111
11,692859,0CX SZ SCHOOL 211 VIJYANAGAR,VIJAYANAGAR NR. KAILASHNAGAR,Gujarat,Surat Corporation,South Zone,394210,21,72,10:00:00,18:00:00,Free,"[{'session_id': '5b6dfad9-5bbc-44ac-b9cc-775c543269d4', 'date': '10-05-2021', 'available_capacity': 0, 'min_age_limit': 45, 'vaccine': 'COVAXIN', 'slots': ['10:00AM-12:00PM', '12:00PM-02:00PM', '02:00PM-04:00PM', '04:00PM-06:00PM']}]",2021-05-10 06:03:14.076111
0,603113,0C SZ BHESTAN COMM HALL,BHESTAN VEG MKT,Gujarat,Surat Corporation,South Zone,394210,21,72,10:00:00,18:00:00,Free,"[{'session_id': '3a29b4d4-3eaa-46c0-b412-8a6904704f5b', 'date': '10-05-2021', 'available_capacity': 0, 'min_age_limit': 45, 'vaccine': 'COVISHIELD', 'slots': ['10:00AM-12:00PM', '12:00PM-02:00PM', '02:00PM-04:00PM', '04:00PM-06:00PM']}]",2021-05-10 06:10:29.885923
1,695604,0C SEZ SCHOOL 233 AANJANA,KAMARUNAGAR ANJANA,Gujarat,Surat Corporation,South East Zone,394210,21,72,10:00:00,18:00:00,Free,"[{'session_id': '4e522ec9-6cd5-40a0-ad47-32312fce5afb', 'date': '10-05-2021', 'available_capacity': 0, 'min_age_limit': 45, 'vaccine': 'COVISHIELD', 'slots': ['10:00AM-12:00PM', '12:00PM-02:00PM', '02:00PM-04:00PM', '04:00PM-06:00PM']}]",2021-05-10 06:10:29.885923
2,692854,0A SZ Umiya Resi. New Bamroli,NEW BAMROLI RD,Gujarat,Surat Corporation,South Zone,394210,21,72,10:00:00,16:00:00,Free,"[{'session_id': 'b5d2c281-c955-4c74-b8af-21a6af0c0c7a', 'date': '10-05-2021', 'available_capacity': 0, 'min_age_limit': 18, 'vaccine': 'COVISHIELD', 'slots': ['10:00AM-11:00AM', '11:00AM-12:00PM', '12:00PM-01:00PM', '01:00PM-04:00PM']}]",2021-05-10 06:10:29.885923
3,692795,0A SEZ SUMAN SCHOOL 5,JAWAHAR MAHOLLO,Gujarat,Surat Corporation,South East Zone,394210,21,72,10:00:00,16:00:00,Free,"[{'session_id': '9a8fd639-f082-40ad-b47e-1854553ed028', 'date': '10-05-2021', 'available_capacity': 0, 'min_age_limit': 18, 'vaccine': 'COVISHIELD', 'slots': ['10:00AM-11:00AM', '11:00AM-12:00PM', '12:00PM-01:00PM', '01:00PM-04:00PM']}]",2021-05-10 06:10:29.885923
4,650341,0C SEZ SCHOOL 8 NAVAGAMDINDOLI,GAYTRINAGAR 1 NAVAGAM DINDOLI,Gujarat,Surat Corporation,South East Zone,394210,21,72,10:00:00,18:00:00,Free,"[{'session_id': '537b3562-01be-4724-9356-fd17022ba3dc', 'date': '10-05-2021', 'available_capacity': 0, 'min_age_limit': 45, 'vaccine': 'COVISHIELD', 'slots': ['10:00AM-12:00PM', '12:00PM-02:00PM', '02:00PM-04:00PM', '04:00PM-06:00PM']}]",2021-05-10 06:10:29.885923
5,650365,0C SEZ SCHOOL 10 NAVANAGAR,RAMESHVAR NAGAR RAMESHWARNAGAR NAVANAGAR NILGIRI LIMBAYAT,Gujarat,Surat Corporation,South East Zone,394210,21,72,10:00:00,18:00:00,Free,"[{'session_id': '5901cffb-59df-4da3-bb1a-88853c01b4b9', 'date': '10-05-2021', 'available_capacity': 0, 'min_age_limit': 45, 'vaccine': 'COVISHIELD', 'slots': ['10:00AM-12:00PM', '12:00PM-02:00PM', '02:00PM-04:00PM', '04:00PM-06:00PM']}]",2021-05-10 06:10:29.885923
6,692856,0C SZ GURUKRUPA SCHOOL UDHNA,NR. SAMITI SCHOOL Meeranagar UDHNA,Gujarat,Surat Corporation,South Zone,394210,21,72,10:00:00,18:00:00,Free,"[{'session_id': '3b5bfd45-6c7d-4a05-a4c6-2c5ff48ac3f2', 'date': '10-05-2021', 'available_capacity': 0, 'min_age_limit': 45, 'vaccine': 'COVISHIELD', 'slots': ['10:00AM-12:00PM', '12:00PM-02:00PM', '02:00PM-04:00PM', '04:00PM-06:00PM']}]",2021-05-10 06:10:29.885923
7,692792,0A SEZ DINDOLI COMMUNITY HALL,ROYAL STAR TOWNSHIP NR AMBIKA NAGAR DINDOLI,Gujarat,Surat Corporation,South East Zone,394210,21,72,10:00:00,16:00:00,Free,"[{'session_id': 'f27dc677-59cd-4bd4-987e-129d1ac27eb2', 'date': '10-05-2021', 'available_capacity': 0, 'min_age_limit': 18, 'vaccine': 'COVISHIELD', 'slots': ['10:00AM-11:00AM', '11:00AM-12:00PM', '12:00PM-01:00PM', '01:00PM-04:00PM']}]",2021-05-10 06:10:29.885923
8,692789,0A SEZ SCHOOL NO 140,ISHWARPURA NAVAGAM DINDOLI,Gujarat,Surat Corporation,South East Zone,394210,21,72,10:00:00,16:00:00,Free,"[{'session_id': '542e34a4-246f-4b17-be89-b12ec90f20f8', 'date': '10-05-2021', 'available_capacity': 0, 'min_age_limit': 18, 'vaccine': 'COVISHIELD', 'slots': ['10:00AM-11:00AM', '11:00AM-12:00PM', '12:00PM-01:00PM', '01:00PM-04:00PM']}]",2021-05-10 06:10:29.885923
9,692876,0CX SUBHASHNAGAR COMM HALL,SUBHASH NAGAR LIMBAYAT,Gujarat,Surat Corporation,South East Zone,394210,21,72,10:00:00,18:00:00,Free,"[{'session_id': '38e8eb52-8ad3-4b12-b1aa-b4313c915012', 'date': '10-05-2021', 'available_capacity': 0, 'min_age_limit': 45, 'vaccine': 'COVAXIN', 'slots': ['10:00AM-12:00PM', '12:00PM-02:00PM', '02:00PM-04:00PM', '04:00PM-06:00PM']}]",2021-05-10 06:10:29.885923
10,693110,0C SEZ SCHOOL NO 257,NR. NEW DINDOLI BUS SATATION  DINDOLI,Gujarat,Surat Corporation,South East Zone,394210,21,72,10:00:00,18:00:00,Free,"[{'session_id': '8e767bfb-014f-4c82-91de-f2e6a1afda94', 'date': '10-05-2021', 'available_capacity': 0, 'min_age_limit': 45, 'vaccine': 'COVISHIELD', 'slots': ['10:00AM-12:00PM', '12:00PM-02:00PM', '02:00PM-04:00PM', '04:00PM-06:00PM']}]",2021-05-10 06:10:29.885923
11,692859,0CX SZ SCHOOL 211 VIJYANAGAR,VIJAYANAGAR NR. KAILASHNAGAR,Gujarat,Surat Corporation,South Zone,394210,21,72,10:00:00,18:00:00,Free,"[{'session_id': '5b6dfad9-5bbc-44ac-b9cc-775c543269d4', 'date': '10-05-2021', 'available_capacity': 0, 'min_age_limit': 45, 'vaccine': 'COVAXIN', 'slots': ['10:00AM-12:00PM', '12:00PM-02:00PM', '02:00PM-04:00PM', '04:00PM-06:00PM']}]",2021-05-10 06:10:29.885923
0,603113,0C SZ BHESTAN COMM HALL,BHESTAN VEG MKT,Gujarat,Surat Corporation,South Zone,394210,21,72,10:00:00,18:00:00,Free,"[{'session_id': '3a29b4d4-3eaa-46c0-b412-8a6904704f5b', 'date': '10-05-2021', 'available_capacity': 0, 'min_age_limit': 45, 'vaccine': 'COVISHIELD', 'slots': ['10:00AM-12:00PM', '12:00PM-02:00PM', '02:00PM-04:00PM', '04:00PM-06:00PM']}]",2021-05-10 06:17:53.850401
1,695604,0C SEZ SCHOOL 233 AANJANA,KAMARUNAGAR ANJANA,Gujarat,Surat Corporation,South East Zone,394210,21,72,10:00:00,18:00:00,Free,"[{'session_id': '4e522ec9-6cd5-40a0-ad47-32312fce5afb', 'date': '10-05-2021', 'available_capacity': 0, 'min_age_limit': 45, 'vaccine': 'COVISHIELD', 'slots': ['10:00AM-12:00PM', '12:00PM-02:00PM', '02:00PM-04:00PM', '04:00PM-06:00PM']}]",2021-05-10 06:17:53.850401
2,692854,0A SZ Umiya Resi. New Bamroli,NEW BAMROLI RD,Gujarat,Surat Corporation,South Zone,394210,21,72,10:00:00,16:00:00,Free,"[{'session_id': 'b5d2c281-c955-4c74-b8af-21a6af0c0c7a', 'date': '10-05-2021', 'available_capacity': 0, 'min_age_limit': 18, 'vaccine': 'COVISHIELD', 'slots': ['10:00AM-11:00AM', '11:00AM-12:00PM', '12:00PM-01:00PM', '01:00PM-04:00PM']}]",2021-05-10 06:17:53.850401
3,692795,0A SEZ SUMAN SCHOOL 5,JAWAHAR MAHOLLO,Gujarat,Surat Corporation,South East Zone,394210,21,72,10:00:00,16:00:00,Free,"[{'session_id': '9a8fd639-f082-40ad-b47e-1854553ed028', 'date': '10-05-2021', 'available_capacity': 0, 'min_age_limit': 18, 'vaccine': 'COVISHIELD', 'slots': ['10:00AM-11:00AM', '11:00AM-12:00PM', '12:00PM-01:00PM', '01:00PM-04:00PM']}]",2021-05-10 06:17:53.850401
4,650341,0C SEZ SCHOOL 8 NAVAGAMDINDOLI,GAYTRINAGAR 1 NAVAGAM DINDOLI,Gujarat,Surat Corporation,South East Zone,394210,21,72,10:00:00,18:00:00,Free,"[{'session_id': '537b3562-01be-4724-9356-fd17022ba3dc', 'date': '10-05-2021', 'available_capacity': 0, 'min_age_limit': 45, 'vaccine': 'COVISHIELD', 'slots': ['10:00AM-12:00PM', '12:00PM-02:00PM', '02:00PM-04:00PM', '04:00PM-06:00PM']}]",2021-05-10 06:17:53.850401
5,650365,0C SEZ SCHOOL 10 NAVANAGAR,RAMESHVAR NAGAR RAMESHWARNAGAR NAVANAGAR NILGIRI LIMBAYAT,Gujarat,Surat Corporation,South East Zone,394210,21,72,10:00:00,18:00:00,Free,"[{'session_id': '5901cffb-59df-4da3-bb1a-88853c01b4b9', 'date': '10-05-2021', 'available_capacity': 0, 'min_age_limit': 45, 'vaccine': 'COVISHIELD', 'slots': ['10:00AM-12:00PM', '12:00PM-02:00PM', '02:00PM-04:00PM', '04:00PM-06:00PM']}]",2021-05-10 06:17:53.850401
6,692856,0C SZ GURUKRUPA SCHOOL UDHNA,NR. SAMITI SCHOOL Meeranagar UDHNA,Gujarat,Surat Corporation,South Zone,394210,21,72,10:00:00,18:00:00,Free,"[{'session_id': '3b5bfd45-6c7d-4a05-a4c6-2c5ff48ac3f2', 'date': '10-05-2021', 'available_capacity': 0, 'min_age_limit': 45, 'vaccine': 'COVISHIELD', 'slots': ['10:00AM-12:00PM', '12:00PM-02:00PM', '02:00PM-04:00PM', '04:00PM-06:00PM']}]",2021-05-10 06:17:53.850401
7,692792,0A SEZ DINDOLI COMMUNITY HALL,ROYAL STAR TOWNSHIP NR AMBIKA NAGAR DINDOLI,Gujarat,Surat Corporation,South East Zone,394210,21,72,10:00:00,16:00:00,Free,"[{'session_id': 'f27dc677-59cd-4bd4-987e-129d1ac27eb2', 'date': '10-05-2021', 'available_capacity': 0, 'min_age_limit': 18, 'vaccine': 'COVISHIELD', 'slots': ['10:00AM-11:00AM', '11:00AM-12:00PM', '12:00PM-01:00PM', '01:00PM-04:00PM']}]",2021-05-10 06:17:53.850401
8,692789,0A SEZ SCHOOL NO 140,ISHWARPURA NAVAGAM DINDOLI,Gujarat,Surat Corporation,South East Zone,394210,21,72,10:00:00,16:00:00,Free,"[{'session_id': '542e34a4-246f-4b17-be89-b12ec90f20f8', 'date': '10-05-2021', 'available_capacity': 0, 'min_age_limit': 18, 'vaccine': 'COVISHIELD', 'slots': ['10:00AM-11:00AM', '11:00AM-12:00PM', '12:00PM-01:00PM', '01:00PM-04:00PM']}]",2021-05-10 06:17:53.850401
9,692876,0CX SUBHASHNAGAR COMM HALL,SUBHASH NAGAR LIMBAYAT,Gujarat,Surat Corporation,South East Zone,394210,21,72,10:00:00,18:00:00,Free,"[{'session_id': '38e8eb52-8ad3-4b12-b1aa-b4313c915012', 'date': '10-05-2021', 'available_capacity': 0, 'min_age_limit': 45, 'vaccine': 'COVAXIN', 'slots': ['10:00AM-12:00PM', '12:00PM-02:00PM', '02:00PM-04:00PM', '04:00PM-06:00PM']}]",2021-05-10 06:17:53.850401
10,693110,0C SEZ SCHOOL NO 257,NR. NEW DINDOLI BUS SATATION  DINDOLI,Gujarat,Surat Corporation,South East Zone,394210,21,72,10:00:00,18:00:00,Free,"[{'session_id': '8e767bfb-014f-4c82-91de-f2e6a1afda94', 'date': '10-05-2021', 'available_capacity': 0, 'min_age_limit': 45, 'vaccine': 'COVISHIELD', 'slots': ['10:00AM-12:00PM', '12:00PM-02:00PM', '02:00PM-04:00PM', '04:00PM-06:00PM']}]",2021-05-10 06:17:53.850401
11,692859,0CX SZ SCHOOL 211 VIJYANAGAR,VIJAYANAGAR NR. KAILASHNAGAR,Gujarat,Surat Corporation,South Zone,394210,21,72,10:00:00,18:00:00,Free,"[{'session_id': '5b6dfad9-5bbc-44ac-b9cc-775c543269d4', 'date': '10-05-2021', 'available_capacity': 0, 'min_age_limit': 45, 'vaccine': 'COVAXIN', 'slots': ['10:00AM-12:00PM', '12:00PM-02:00PM', '02:00PM-04:00PM', '04:00PM-06:00PM']}]",2021-05-10 06:17:53.850401
0,603113,0C SZ BHESTAN COMM HALL,BHESTAN VEG MKT,Gujarat,Surat Corporation,South Zone,394210,21,72,10:00:00,18:00:00,Free,"[{'session_id': '3a29b4d4-3eaa-46c0-b412-8a6904704f5b', 'date': '10-05-2021', 'available_capacity': 0, 'min_age_limit': 45, 'vaccine': 'COVISHIELD', 'slots': ['10:00AM-12:00PM', '12:00PM-02:00PM', '02:00PM-04:00PM', '04:00PM-06:00PM']}]",2021-05-10 06:25:11.129699
1,695604,0C SEZ SCHOOL 233 AANJANA,KAMARUNAGAR ANJANA,Gujarat,Surat Corporation,South East Zone,394210,21,72,10:00:00,18:00:00,Free,"[{'session_id': '4e522ec9-6cd5-40a0-ad47-32312fce5afb', 'date': '10-05-2021', 'available_capacity': 0, 'min_age_limit': 45, 'vaccine': 'COVISHIELD', 'slots': ['10:00AM-12:00PM', '12:00PM-02:00PM', '02:00PM-04:00PM', '04:00PM-06:00PM']}]",2021-05-10 06:25:11.129699
2,692854,0A SZ Umiya Resi. New Bamroli,NEW BAMROLI RD,Gujarat,Surat Corporation,South Zone,394210,21,72,10:00:00,16:00:00,Free,"[{'session_id': 'b5d2c281-c955-4c74-b8af-21a6af0c0c7a', 'date': '10-05-2021', 'available_capacity': 0, 'min_age_limit': 18, 'vaccine': 'COVISHIELD', 'slots': ['10:00AM-11:00AM', '11:00AM-12:00PM', '12:00PM-01:00PM', '01:00PM-04:00PM']}]",2021-05-10 06:25:11.129699
3,692795,0A SEZ SUMAN SCHOOL 5,JAWAHAR MAHOLLO,Gujarat,Surat Corporation,South East Zone,394210,21,72,10:00:00,16:00:00,Free,"[{'session_id': '9a8fd639-f082-40ad-b47e-1854553ed028', 'date': '10-05-2021', 'available_capacity': 0, 'min_age_limit': 18, 'vaccine': 'COVISHIELD', 'slots': ['10:00AM-11:00AM', '11:00AM-12:00PM', '12:00PM-01:00PM', '01:00PM-04:00PM']}]",2021-05-10 06:25:11.129699
4,650341,0C SEZ SCHOOL 8 NAVAGAMDINDOLI,GAYTRINAGAR 1 NAVAGAM DINDOLI,Gujarat,Surat Corporation,South East Zone,394210,21,72,10:00:00,18:00:00,Free,"[{'session_id': '537b3562-01be-4724-9356-fd17022ba3dc', 'date': '10-05-2021', 'available_capacity': 0, 'min_age_limit': 45, 'vaccine': 'COVISHIELD', 'slots': ['10:00AM-12:00PM', '12:00PM-02:00PM', '02:00PM-04:00PM', '04:00PM-06:00PM']}]",2021-05-10 06:25:11.129699
5,650365,0C SEZ SCHOOL 10 NAVANAGAR,RAMESHVAR NAGAR RAMESHWARNAGAR NAVANAGAR NILGIRI LIMBAYAT,Gujarat,Surat Corporation,South East Zone,394210,21,72,10:00:00,18:00:00,Free,"[{'session_id': '5901cffb-59df-4da3-bb1a-88853c01b4b9', 'date': '10-05-2021', 'available_capacity': 0, 'min_age_limit': 45, 'vaccine': 'COVISHIELD', 'slots': ['10:00AM-12:00PM', '12:00PM-02:00PM', '02:00PM-04:00PM', '04:00PM-06:00PM']}]",2021-05-10 06:25:11.129699
6,692856,0C SZ GURUKRUPA SCHOOL UDHNA,NR. SAMITI SCHOOL Meeranagar UDHNA,Gujarat,Surat Corporation,South Zone,394210,21,72,10:00:00,18:00:00,Free,"[{'session_id': '3b5bfd45-6c7d-4a05-a4c6-2c5ff48ac3f2', 'date': '10-05-2021', 'available_capacity': 0, 'min_age_limit': 45, 'vaccine': 'COVISHIELD', 'slots': ['10:00AM-12:00PM', '12:00PM-02:00PM', '02:00PM-04:00PM', '04:00PM-06:00PM']}]",2021-05-10 06:25:11.129699
7,692792,0A SEZ DINDOLI COMMUNITY HALL,ROYAL STAR TOWNSHIP NR AMBIKA NAGAR DINDOLI,Gujarat,Surat Corporation,South East Zone,394210,21,72,10:00:00,16:00:00,Free,"[{'session_id': 'f27dc677-59cd-4bd4-987e-129d1ac27eb2', 'date': '10-05-2021', 'available_capacity': 0, 'min_age_limit': 18, 'vaccine': 'COVISHIELD', 'slots': ['10:00AM-11:00AM', '11:00AM-12:00PM', '12:00PM-01:00PM', '01:00PM-04:00PM']}]",2021-05-10 06:25:11.129699
8,692789,0A SEZ SCHOOL NO 140,ISHWARPURA NAVAGAM DINDOLI,Gujarat,Surat Corporation,South East Zone,394210,21,72,10:00:00,16:00:00,Free,"[{'session_id': '542e34a4-246f-4b17-be89-b12ec90f20f8', 'date': '10-05-2021', 'available_capacity': 0, 'min_age_limit': 18, 'vaccine': 'COVISHIELD', 'slots': ['10:00AM-11:00AM', '11:00AM-12:00PM', '12:00PM-01:00PM', '01:00PM-04:00PM']}]",2021-05-10 06:25:11.129699
9,692876,0CX SUBHASHNAGAR COMM HALL,SUBHASH NAGAR LIMBAYAT,Gujarat,Surat Corporation,South East Zone,394210,21,72,10:00:00,18:00:00,Free,"[{'session_id': '38e8eb52-8ad3-4b12-b1aa-b4313c915012', 'date': '10-05-2021', 'available_capacity': 0, 'min_age_limit': 45, 'vaccine': 'COVAXIN', 'slots': ['10:00AM-12:00PM', '12:00PM-02:00PM', '02:00PM-04:00PM', '04:00PM-06:00PM']}]",2021-05-10 06:25:11.129699
10,693110,0C SEZ SCHOOL NO 257,NR. NEW DINDOLI BUS SATATION  DINDOLI,Gujarat,Surat Corporation,South East Zone,394210,21,72,10:00:00,18:00:00,Free,"[{'session_id': '8e767bfb-014f-4c82-91de-f2e6a1afda94', 'date': '10-05-2021', 'available_capacity': 0, 'min_age_limit': 45, 'vaccine': 'COVISHIELD', 'slots': ['10:00AM-12:00PM', '12:00PM-02:00PM', '02:00PM-04:00PM', '04:00PM-06:00PM']}]",2021-05-10 06:25:11.129699
11,692859,0CX SZ SCHOOL 211 VIJYANAGAR,VIJAYANAGAR NR. KAILASHNAGAR,Gujarat,Surat Corporation,South Zone,394210,21,72,10:00:00,18:00:00,Free,"[{'session_id': '5b6dfad9-5bbc-44ac-b9cc-775c543269d4', 'date': '10-05-2021', 'available_capacity': 0, 'min_age_limit': 45, 'vaccine': 'COVAXIN', 'slots': ['10:00AM-12:00PM', '12:00PM-02:00PM', '02:00PM-04:00PM', '04:00PM-06:00PM']}]",2021-05-10 06:25:11.129699
0,603113,0C SZ BHESTAN COMM HALL,BHESTAN VEG MKT,Gujarat,Surat Corporation,South Zone,394210,21,72,10:00:00,18:00:00,Free,"[{'session_id': '3a29b4d4-3eaa-46c0-b412-8a6904704f5b', 'date': '10-05-2021', 'available_capacity': 0, 'min_age_limit': 45, 'vaccine': 'COVISHIELD', 'slots': ['10:00AM-12:00PM', '12:00PM-02:00PM', '02:00PM-04:00PM', '04:00PM-06:00PM']}]",2021-05-10 06:32:31.116752
1,695604,0C SEZ SCHOOL 233 AANJANA,KAMARUNAGAR ANJANA,Gujarat,Surat Corporation,South East Zone,394210,21,72,10:00:00,18:00:00,Free,"[{'session_id': '4e522ec9-6cd5-40a0-ad47-32312fce5afb', 'date': '10-05-2021', 'available_capacity': 0, 'min_age_limit': 45, 'vaccine': 'COVISHIELD', 'slots': ['10:00AM-12:00PM', '12:00PM-02:00PM', '02:00PM-04:00PM', '04:00PM-06:00PM']}]",2021-05-10 06:32:31.116752
